Latin Name,Common Name,Date,Year,Hectad,Monad,Grid reference in Irish Grid,Location,Location Name,Survey Name,Observation Key,Sensitive Species
Cardamine impatiens,Narrow-leaved Bitter-cress,2014,2014,M20,M2207,M2291307986,"Ballyvaughan, Co. Clare","School Road, Ballyvaughan",Miscellaneous Plant Records (2015),EIRE00010000480W,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,1999 - 2002,1999,O23,O2030,O2030,"Booterstown Marsh, Co. Dublin",Booterstown Marsh,Miscellaneous Plant Records (2015),EIRE00010000480X,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,1985 - 1989,1985,O23,,O23,"Booterstown Marsh, Co. Dublin",Booterstown Marsh,Miscellaneous Plant Records (2015),EIRE00010000480Y,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,1989,1989,O23,,O23,"Booterstown Marsh, Co. Dublin",Booterstown Marsh,Miscellaneous Plant Records (2015),EIRE00010000480Z,
Gymnocarpium robertianum,Limestone Fern,Sep-93,1993,M25,,,"Cloughmoyne, Co. Mayo",Cloughmoyne,Miscellaneous Plant Records (2015),EIRE000100004815,Yes
Vicia orobus,Wood Bitter-vetch,Sep-93,1993,M25,M2250,M2250,"Cloughmoyne, Co. Mayo",Cloughmoyne,Miscellaneous Plant Records (2015),EIRE000100004816,
Schoenoplectus triqueter,Triangular Club-rush,Jun-01,2001,R55,R5058,R5058,"Cratloe Creek, Co. Limerick",Western side of Cratloe Creek,Miscellaneous Plant Records (2015),EIRE00010000481A,
Hordeum secalinum,Meadow Barley,Jun-01,2001,R45,R4852,R4852,"Ferry Bridge, Co. Limerick",Near Ferry Bridge,Miscellaneous Plant Records (2015),EIRE00010000481B,
Schoenoplectus triqueter,Triangular Club-rush,09/08/2001,2001,R55,R5555,R5536755752,"Ballinacurra Creek, Co. Limerick","Ballinacurra Creek, NE side, near to Dock Road Bridge",Miscellaneous Plant Records (2015),EIRE00010000481C,
Schoenoplectus triqueter,Triangular Club-rush,15/08/2001,2001,R55,R5554,R5582654885,"Ballinacurra Creek, Co. Limerick","Ballinacurra Creeek, SE of Dock Road (N69) bridge, SW bank",Miscellaneous Plant Records (2015),EIRE00010000481D,
Schoenoplectus triqueter,Triangular Club-rush,Jun-01,2001,R45,,R45,"Lower Maigue & S bank of Shannon, Co. Limerick",Lower Maigue and S bank of Shannon,Miscellaneous Plant Records (2015),EIRE00010000481E,
Schoenoplectus triqueter,Triangular Club-rush,10/09/2001,2001,R55,R5355,R5374755969,"W of Ballinacurra Creek, Co. Limerick",Reedswamp W of Balllinacurra Creek junction with R. Shannon,Miscellaneous Plant Records (2015),EIRE00010000481F,
Hieracium argentatum,Killarney Hawkweed,15/07/2015,2015,V78,V7183,V7146183154,"Bealalaw Bridge, Co. Kerry",Bealalaw Bridge,Miscellaneous Plant Records (2015),EIRE00010000481L,
Cephalanthera longifolia,Narrow-leaved Helleborine,15/07/2015,2015,V78,,,"Near Lough Caragh, Co. Kerry",,Miscellaneous Plant Records (2015),EIRE00010000481N,Yes
Cephalanthera longifolia,Narrow-leaved Helleborine,15/07/2015,2015,V78,,,"Near Lough Caragh, Co. Kerry",,Miscellaneous Plant Records (2015),EIRE00010000481O,Yes
Groenlandia densa,Opposite-leaved Pondweed,20/08/2014 - 09/09/2014,2014,M91,M9413,M943130,"Meelick, Co. Galway",Meelick Pump-house,Miscellaneous Plant Records (2015),EIRE00010000481P,
Hordeum secalinum,Meadow Barley,July 2000 - August 2000,2000,S62,S6722,S676229,"Bearstown, Co. Waterford",Bearstown,Miscellaneous Plant Records (2015),EIRE00010000481U,
Hordeum secalinum,Meadow Barley,July 2000 - August 2000,2000,S62,S6722,S677229,"Bearstown, Co. Waterford",Bearstown,Miscellaneous Plant Records (2015),EIRE00010000481V,
Hordeum secalinum,Meadow Barley,July 2000 - August 2000,2000,S62,S6723,S677230,"Bearstown, Co. Waterford",Bearstown,Miscellaneous Plant Records (2015),EIRE00010000481W,
Hordeum secalinum,Meadow Barley,July 2000 - August 2000,2000,S62,S6822,S681226,"Pink Rock, Co. Waterford",Pink Rock,Miscellaneous Plant Records (2015),EIRE00010000481X,
Simethis mattiazzii,Kerry Lily,Jun-98,1998,V65,V6354,V632547,"Ardgroom, Co. Cork",Ardgroom,Miscellaneous Plant Records (2015),EIRE00010000481Y,
Hammarbya paludosa,Bog Orchid,30/08/2014,2014,W18,W1888,W1888,"Lough Murtagh, Co. Cork","Lough Murtagh, Caherbarnagh Mountains",Miscellaneous Plant Records (2015),EIRE000100004820,
Spiranthes romanzoffiana,Irish Lady's-tresses,2015,2015,M19,,M19,"Loch Mallard, Co. Mayo","Loch Mallard, W of Castlebar",Miscellaneous Plant Records (2015),EIRE000100004826,
Hordeum secalinum,Meadow Barley,July 2000 - August 2000,2000,S62,S6822,S687226,"Stokestown, Co. Wexford",Stokestown,Miscellaneous Plant Records (2015),EIRE000100004829,
Astragalus danicus,Purple Milk-vetch,19/03/2015,2015,L90,L9406,L9441206781,"An Caladh Mór, Inish Meáin, Co. Galway","An Caladh Mór, Inish Meáin: Site 2T",Miscellaneous Plant Records (2015),EIRE00010000482D,
Astragalus danicus,Purple Milk-vetch,21/05/2015,2015,L90,L9406,L9441206781,"An Caladh Mór, Inish Meáin, Co. Galway","An Caladh Mór, Inish Meáin: Site 2T",Miscellaneous Plant Records (2015),EIRE00010000482E,
Astragalus danicus,Purple Milk-vetch,19/03/2015,2015,L90,L9406,L9441306781,"An Caladh Mór, Inish Meáin, Co. Galway","An Caladh Mór, Inish Meáin: Site 3T",Miscellaneous Plant Records (2015),EIRE00010000482F,
Astragalus danicus,Purple Milk-vetch,21/05/2015,2015,L90,L9406,L9441306781,"An Caladh Mór, Inish Meáin, Co. Galway","An Caladh Mór, Inish Meáin: Site 3T",Miscellaneous Plant Records (2015),EIRE00010000482G,
Astragalus danicus,Purple Milk-vetch,21/05/2015,2015,L90,L9406,L9441306782,"An Caladh Mór, Inish Meáin, Co. Galway","An Caladh Mór, Inish Meáin: Site 1T",Miscellaneous Plant Records (2015),EIRE00010000482H,
Astragalus danicus,Purple Milk-vetch,19/03/2015,2015,L90,L9406,L9441506778,"An Caladh Mór, Inish Meáin, Co. Galway","An Caladh Mór, Inish Meáin: Site 6T",Miscellaneous Plant Records (2015),EIRE00010000482I,
Astragalus danicus,Purple Milk-vetch,21/05/2015,2015,L90,L9406,L9441506778,"An Caladh Mór, Inish Meáin, Co. Galway","An Caladh Mór, Inish Meáin: Site 6T",Miscellaneous Plant Records (2015),EIRE00010000482J,
Astragalus danicus,Purple Milk-vetch,19/03/2015,2015,L90,L9406,L9441606784,"An Caladh Mór, Inish Meáin, Co. Galway","An Caladh Mór, Inish Meáin: Site 5T",Miscellaneous Plant Records (2015),EIRE00010000482K,
Astragalus danicus,Purple Milk-vetch,21/05/2015,2015,L90,L9406,L9441606784,"An Caladh Mór, Inish Meáin, Co. Galway","An Caladh Mór, Inish Meáin: Site 5T",Miscellaneous Plant Records (2015),EIRE00010000482L,
Astragalus danicus,Purple Milk-vetch,19/03/2015,2015,L90,L9406,L9441706775,"An Caladh Mór, Inish Meáin, Co. Galway","An Caladh Mór, Inish Meáin: Site 7T",Miscellaneous Plant Records (2015),EIRE00010000482M,
Astragalus danicus,Purple Milk-vetch,21/05/2015,2015,L90,L9406,L9441706775,"An Caladh Mór, Inish Meáin, Co. Galway","An Caladh Mór, Inish Meáin: Site 7T",Miscellaneous Plant Records (2015),EIRE00010000482N,
Astragalus danicus,Purple Milk-vetch,19/03/2015,2015,L90,L9406,L9442306788,"An Caladh Mór, Inish Meáin, Co. Galway","An Caladh Mór, Inish Meáin: Site 4T",Miscellaneous Plant Records (2015),EIRE00010000482O,
Astragalus danicus,Purple Milk-vetch,21/05/2015,2015,L90,L9406,L9442306788,"An Caladh Mór, Inish Meáin, Co. Galway","An Caladh Mór, Inish Meáin: Site 4T",Miscellaneous Plant Records (2015),EIRE00010000482P,
Astragalus danicus,Purple Milk-vetch,19/03/2015,2015,L90,L9406,L9443106764,"An Caladh Mór, Inish Meáin, Co. Galway","An Caladh Mór, Inish Meáin: Site 8T",Miscellaneous Plant Records (2015),EIRE00010000482Q,
Astragalus danicus,Purple Milk-vetch,21/05/2015,2015,L90,L9406,L9443106764,"An Caladh Mór, Inish Meáin, Co. Galway","An Caladh Mór, Inish Meáin: Site 8T",Miscellaneous Plant Records (2015),EIRE00010000482R,
Astragalus danicus,Purple Milk-vetch,21/05/2015,2015,L90,L9406,L9441206775,"An Caladh Mór, Inish Meáin, Co. Galway","An Caladh Mór, Inish Meáin: Site 9T",Miscellaneous Plant Records (2015),EIRE00010000482T,
Trichomanes speciosum,Killarney Fern,21/07/2015,2015,V98,,,Details held by NPWS,,Miscellaneous Plant Records (2015),EIRE00010000482X,Yes
Eriophorum gracile,Slender Cottongrass,03/06/2015,2015,S09,S0598,S0526498519,"Sharavogue Bog, Co. Offaly",Sharavogue Bog,Miscellaneous Plant Records (2015),EIRE00010000482Y,
Hieracium sparsifrons,Kerry Hawkweed,27/07/2015,2015,W07,W0475,W0474575250,"Morley's Bridge, Co. Kerry","Morley's Bridge, top and sides",Miscellaneous Plant Records (2015),EIRE00010000483A,
Asplenium septentrionale,Forked Spleenwort,25/06/2015,2015,L74,,,"Errisbeg, Co. Galway",Errisbeg,Miscellaneous Plant Records (2015),EIRE00010000483B,Yes
Asplenium septentrionale,Forked Spleenwort,25/06/2015,2015,L74,,,"Errisbeg, Co. Galway",Errisbeg,Miscellaneous Plant Records (2015),EIRE00010000483C,Yes
Asplenium septentrionale,Forked Spleenwort,25/06/2015,2015,L74,,,"Errisbeg, Co. Galway",Errisbeg,Miscellaneous Plant Records (2015),EIRE00010000483D,Yes
Asplenium septentrionale,Forked Spleenwort,25/06/2015,2015,L74,,,"Errisbeg, Co. Galway",Errisbeg,Miscellaneous Plant Records (2015),EIRE00010000483E,Yes
Asplenium septentrionale,Forked Spleenwort,25/06/2015,2015,L74,,,"Errisbeg, Co. Galway",Errisbeg,Miscellaneous Plant Records (2015),EIRE00010000483F,Yes
Asplenium septentrionale,Forked Spleenwort,25/06/2015,2015,L74,,,"Errisbeg, Co. Galway",Errisbeg,Miscellaneous Plant Records (2015),EIRE00010000483G,Yes
Asplenium septentrionale,Forked Spleenwort,25/06/2015,2015,L74,,,"Errisbeg, Co. Galway",Errisbeg,Miscellaneous Plant Records (2015),EIRE00010000483H,Yes
Asplenium septentrionale,Forked Spleenwort,25/06/2015,2015,L74,,,"Errisbeg, Co. Galway",Errisbeg,Miscellaneous Plant Records (2015),EIRE00010000483I,Yes
Asplenium septentrionale,Forked Spleenwort,25/06/2015,2015,L74,,,"Errisbeg, Co. Galway",Errisbeg,Miscellaneous Plant Records (2015),EIRE00010000483J,Yes
Asplenium septentrionale,Forked Spleenwort,25/06/2015,2015,L74,,,"Errisbeg, Co. Galway",Errisbeg,Miscellaneous Plant Records (2015),EIRE00010000483K,Yes
Schoenoplectus triqueter,Triangular Club-rush,15/06/2006,2006,R55,R5456,R5416656089,"River Shannon, Co. Limerick",South shore R. Shannon - back creek,Miscellaneous Plant Records (2015),EIRE00010000483O,
Schoenoplectus triqueter,Triangular Club-rush,15/06/2006,2006,R55,R5456,R5416956091,"River Shannon, Co. Limerick",South shore R. Shannon - back creek,Miscellaneous Plant Records (2015),EIRE00010000483P,
Limosella aquatica,Mudwort,02/09/2014,2014,W47,,W47,"River Lee Reservoir, Co. Cork","River Lee Reservoir, northern bank",Miscellaneous Plant Records (2015),EIRE00010000483V,
Groenlandia densa,Opposite-leaved Pondweed,17/08/2014,2014,M91,,M91,"Muckanagh, Co. Galway","Muckanagh, SE of Eyrecourt",Miscellaneous Plant Records (2015),EIRE000100004840,
Cephalanthera longifolia,Narrow-leaved Helleborine,17/06/2015,2015,V95,,,"Glengarriff, Co. Cork",Glengarriff,Miscellaneous Plant Records (2015),EIRE000100004842,Yes
Viola lactea,Pale Dog-violet,May-14,2014,W16,,W16,"Lough Allua, Co. Cork",Lough Allua,Miscellaneous Plant Records (2015),EIRE000100004843,
Mentha pulegium,Pennyroyal,19/08/2014,2014,F60,,,"Achill, Co Mayo","Keel Strand, Achill",Miscellaneous Plant Records (2015),EIRE000100004845,Yes
Betonica officinalis,Betony,2014,2014,S80,S8709,S8709,"Ballygow, Co. Wexford",Ballygow,Miscellaneous Plant Records (2015),EIRE00010000484E,
Schoenoplectus triqueter,Triangular Club-rush,Aug-14,2014,R55,R5159,R5168859137,"Cratloe Creek, Co. Limerick",Cratloe Creek,Miscellaneous Plant Records (2015),EIRE00010000484M,
Schoenoplectus triqueter,Triangular Club-rush,Aug-14,2014,R55,R5159,R5169659166,"Cratloe Creek, Co. Limerick",Cratloe Creek,Miscellaneous Plant Records (2015),EIRE00010000484N,
Schoenoplectus triqueter,Triangular Club-rush,Aug-14,2014,R55,R5159,R5169759158,"Cratloe Creek, Co. Limerick",Cratloe Creek,Miscellaneous Plant Records (2015),EIRE00010000484O,
Schoenoplectus triqueter,Triangular Club-rush,Aug-14,2014,R55,R5356,R5337256201,"Shannon North, Co. Limerick",Shannon North,Miscellaneous Plant Records (2015),EIRE00010000484P,
Schoenoplectus triqueter,Triangular Club-rush,Aug-14,2014,R55,R5356,R5357156352,"Shannon North, Co. Limerick",Shannon North,Miscellaneous Plant Records (2015),EIRE00010000484T,
Schoenoplectus triqueter,Triangular Club-rush,Aug-14,2014,R55,R5356,R5357256355,"Shannon North, Co. Limerick",Shannon North,Miscellaneous Plant Records (2015),EIRE00010000484U,
Schoenoplectus triqueter,Triangular Club-rush,Aug-14,2014,R55,R5356,R5357456356,"Shannon North, Co. Limerick",Shannon North,Miscellaneous Plant Records (2015),EIRE00010000484V,
Schoenoplectus triqueter,Triangular Club-rush,Aug-14,2014,R55,R5356,R5357956353,"Shannon North, Co. Limerick",Shannon North,Miscellaneous Plant Records (2015),EIRE00010000484W,
Schoenoplectus triqueter,Triangular Club-rush,Aug-14,2014,R55,R5356,R5359056346,"Shannon North, Co. Limerick",Shannon North,Miscellaneous Plant Records (2015),EIRE00010000484X,
Schoenoplectus triqueter,Triangular Club-rush,Aug-14,2014,R55,R5356,R5360156326,"Shannon North, Co. Limerick",Shannon North,Miscellaneous Plant Records (2015),EIRE00010000484Y,
Schoenoplectus triqueter,Triangular Club-rush,Aug-14,2014,R55,R5355,R5325555980,"Shannon South, Co. Limerick",Shannon South,Miscellaneous Plant Records (2015),EIRE000100004850,
Schoenoplectus triqueter,Triangular Club-rush,Aug-14,2014,R55,R5356,R5361856009,"Shannon South, Co. Limerick",Shannon South,Miscellaneous Plant Records (2015),EIRE000100004851,
Schoenoplectus triqueter,Triangular Club-rush,Aug-14,2014,R55,R5356,R5362056010,"Shannon South, Co. Limerick",Shannon South,Miscellaneous Plant Records (2015),EIRE000100004852,
Schoenoplectus triqueter,Triangular Club-rush,Aug-14,2014,R55,R5356,R5362456012,"Shannon South, Co. Limerick",Shannon South,Miscellaneous Plant Records (2015),EIRE000100004854,
Schoenoplectus triqueter,Triangular Club-rush,Aug-14,2014,R55,R5355,R5365555912,"Shannon South, Co. Limerick",Shannon South,Miscellaneous Plant Records (2015),EIRE000100004857,
Schoenoplectus triqueter,Triangular Club-rush,Aug-14,2014,R55,R5355,R5365655907,"Shannon South, Co. Limerick",Shannon South,Miscellaneous Plant Records (2015),EIRE00010000485A,
Schoenoplectus triqueter,Triangular Club-rush,Aug-14,2014,R55,R5355,R5365855904,"Shannon South, Co. Limerick",Shannon South,Miscellaneous Plant Records (2015),EIRE00010000485B,
Schoenoplectus triqueter,Triangular Club-rush,Aug-14,2014,R55,R5355,R5366455929,"Shannon South, Co. Limerick",Shannon South,Miscellaneous Plant Records (2015),EIRE00010000485D,
Schoenoplectus triqueter,Triangular Club-rush,Aug-14,2014,R55,R5355,R5366955944,"Shannon South, Co. Limerick",Shannon South,Miscellaneous Plant Records (2015),EIRE00010000485E,
Schoenoplectus triqueter,Triangular Club-rush,Aug-14,2014,R55,R5355,R5367455957,"Shannon South, Co. Limerick",Shannon South,Miscellaneous Plant Records (2015),EIRE00010000485F,
Schoenoplectus triqueter,Triangular Club-rush,Aug-14,2014,R55,R5355,R5367555945,"Shannon South, Co. Limerick",Shannon South,Miscellaneous Plant Records (2015),EIRE00010000485G,
Schoenoplectus triqueter,Triangular Club-rush,Aug-14,2014,R55,R5355,R5367755946,"Shannon South, Co. Limerick",Shannon South,Miscellaneous Plant Records (2015),EIRE00010000485H,
Schoenoplectus triqueter,Triangular Club-rush,Aug-14,2014,R55,R5355,R5367855951,"Shannon South, Co. Limerick",Shannon South,Miscellaneous Plant Records (2015),EIRE00010000485I,
Schoenoplectus triqueter,Triangular Club-rush,Aug-14,2014,R55,R5355,R5367955960,"Shannon South, Co. Limerick",Shannon South,Miscellaneous Plant Records (2015),EIRE00010000485J,
Schoenoplectus triqueter,Triangular Club-rush,Aug-14,2014,R55,R5555,R5536655932,"Shannon South, Co. Limerick",Shannon South,Miscellaneous Plant Records (2015),EIRE00010000485K,
Schoenoplectus triqueter,Triangular Club-rush,Aug-14,2014,R55,R5554,R5583754844,"Ballinacurra Creek, Co. Limerick",Ballinacurra Creek,Miscellaneous Plant Records (2015),EIRE00010000485N,
Schoenoplectus triqueter,Triangular Club-rush,Aug-14,2014,R55,R5554,R5583954888,"Ballinacurra Creek, Co. Limerick",Ballinacurra Creek,Miscellaneous Plant Records (2015),EIRE00010000485P,
Schoenoplectus triqueter,Triangular Club-rush,Aug-14,2014,R55,R5554,R5584154830,"Ballinacurra Creek, Co. Limerick",Ballinacurra Creek,Miscellaneous Plant Records (2015),EIRE00010000485Q,
Schoenoplectus triqueter,Triangular Club-rush,Aug-14,2014,R55,R5554,R5584954819,"Ballinacurra Creek, Co. Limerick",Ballinacurra Creek,Miscellaneous Plant Records (2015),EIRE00010000485R,
Schoenoplectus triqueter,Triangular Club-rush,Aug-14,2014,R55,R5554,R5587254831,"Ballinacurra Creek, Co. Limerick",Ballinacurra Creek,Miscellaneous Plant Records (2015),EIRE00010000485S,
Schoenoplectus triqueter,Triangular Club-rush,Aug-14,2014,R55,R5554,R5587754850,"Ballinacurra Creek, Co. Limerick",Ballinacurra Creek,Miscellaneous Plant Records (2015),EIRE00010000485U,
Schoenoplectus triqueter,Triangular Club-rush,Aug-14,2014,R55,R5554,R5587754872,"Ballinacurra Creek, Co. Limerick",Ballinacurra Creek,Miscellaneous Plant Records (2015),EIRE00010000485V,
Helianthemum nummularium,Common Rock-rose,21/08/2015,2015,G96,,,"Ballintra, Co.Donegal","Ballintra, Co. Donegal, Ballintra",Miscellaneous Plant Records (2015),EIRE00010000485W,Yes
Sorbus scannelliana,Scannell's Whitebeam,21/07/2015,2015,V98,,,"Ross Island, Co. Kerry",,Miscellaneous Plant Records (2015),EIRE00010000485X,Yes
Sorbus scannelliana,Scannell's Whitebeam,21/07/2015,2015,V98,,,"Ross Island, Co. Kerry",,Miscellaneous Plant Records (2015),EIRE00010000485Y,Yes
Sorbus scannelliana,Scannell's Whitebeam,21/07/2015,2015,V98,,,"Ross Island, Co. Kerry",,Miscellaneous Plant Records (2015),EIRE00010000485Z,Yes
Sorbus scannelliana,Scannell's Whitebeam,21/07/2015,2015,V98,,,"Ross Island, Co. Kerry",,Miscellaneous Plant Records (2015),EIRE000100004860,Yes
Sorbus scannelliana,Scannell's Whitebeam,21/07/2015,2015,V98,,,"Ross Island, Co. Kerry",,Miscellaneous Plant Records (2015),EIRE000100004861,Yes
Trichomanes speciosum,Killarney Fern,17/11/2014,2014,V98,,,Details held by NPWS,,Miscellaneous Plant Records (2015),EIRE000100004862,Yes
Trichomanes speciosum,Killarney Fern,15/02/2015,2015,V98,,,Details held by NPWS,,Miscellaneous Plant Records (2015),EIRE000100004863,Yes
Simethis mattiazzii,Kerry Lily,1993,1993,V55,,V55,"Abbey Island, Co. Kerry",Abbey Island,Miscellaneous Plant Records (2015),EIRE000100004864,
Hieracium scullyi,Scully's Hawkweed,27/07/2015,2015,W07,W0273,W0262873562,Roughty River at Drohidnagower Bridge,Top of bridge parapet on west side of road,Miscellaneous Plant Records (2015),EIRE000100004865,
Hieracium scullyi,Scully's Hawkweed,27/07/2015,2015,W07,W0273,W0262973574,Roughty River at Drohidnagower Bridge,East face of bridge overlooking river,Miscellaneous Plant Records (2015),EIRE000100004866,
Betonica officinalis,Betony,1993,1993,V98,V9488,V941881,"Ross Island, Co. Kerry",Ross Island,Miscellaneous Plant Records (2015),EIRE000100004867,
Trichomanes speciosum,Killarney Fern,14/11/2014,2014,V86,,,Details held by NPWS,,Miscellaneous Plant Records (2015),EIRE000100004869,Yes
Trichomanes speciosum,Killarney Fern,05/11/2014,2014,V77,,,Details held by NPWS,,Miscellaneous Plant Records (2015),EIRE00010000486A,Yes
Trichomanes speciosum,Killarney Fern,18/11/2014,2014,V77,,,Details held by NPWS,,Miscellaneous Plant Records (2015),EIRE00010000486B,Yes
Trichomanes speciosum,Killarney Fern,16/11/2014,2014,V56,,,Details held by NPWS,,Miscellaneous Plant Records (2015),EIRE00010000486C,Yes
Trichomanes speciosum,Killarney Fern,04/12/2014,2014,V75,,,Details held by NPWS,,Miscellaneous Plant Records (2015),EIRE00010000486D,Yes
Viola lactea,Pale Dog-violet,1993,1993,L54,L5943,L5943,"Bunowen, Co. Galway","Near Bunowen, school",Miscellaneous Plant Records (2015),EIRE00010000486E,
Hydrilla verticillata,Hydrilla,1993,1993,L66,L6763,L675635,"Lough Rusheenduff, Co. Galway",Lough Rusheenduff,Miscellaneous Plant Records (2015),EIRE00010000486F,
Trichomanes speciosum,Killarney Fern,2009,2009,S74,,,Details held by NPWS,,Miscellaneous Plant Records (2015),EIRE00010000486G,Yes
Trichomanes speciosum,Killarney Fern,1972,1972,V98,,,Details held by NPWS,,Miscellaneous Plant Records (2015),EIRE00010000486L,Yes
Groenlandia densa,Opposite-leaved Pondweed,26/08/2015,2015,N01,N0318,N0316618895,"Clonony Beg, Co. Offaly","West of Griffith Bridge, Clonony Beg",Miscellaneous Plant Records (2015),EIRE00010000486M,
Orthilia secunda,Serrated Wintergreen,31/07/2015,2015,M93,,,"Ballydangan Bog, Co. Roscommon","Ballydangan Bog, ENE of Ballinasloe",Miscellaneous Plant Records (2015),EIRE00010000486N,Yes
Trichomanes speciosum,Killarney Fern,28/07/1984,1984,G52,,,Details held by NPWS,,Miscellaneous Plant Records (2015),EIRE00010000486O,Yes
Hieracium scullyi,Scully's Hawkweed,17/08/2015,2015,W07,W0871,W0880471161,"Roughty River, Co. Kerry",Roughty River (upper),Miscellaneous Plant Records (2015),EIRE00010000486R,
Betonica officinalis,Betony,09/09/2015,2015,S51,S5912,S5912,"Bilberry Rock, Waterford City",Bilberry Rock,Miscellaneous Plant Records (2015),EIRE00010000486S,
Pilularia globulifera,Pillwort,29/07/1984,1984,G58,G5787,G5787,"Kiltyfannad Lough, Co. Donegal",Kiltyfannad Lough,Miscellaneous Plant Records (2015),EIRE00010000486T,
Pilularia globulifera,Pillwort,2004,2004,L75,,L75,"Pollacappul Lough, Co. Galway",Pollacappul Lough,Miscellaneous Plant Records (2015),EIRE00010000486V,
Hydrilla verticillata,Hydrilla,2001,2001,L66,L6764,L673640,"Rusheenduff Lough, Co. Galway","Rusheenduff Lough, Renvyle",Miscellaneous Plant Records (2015),EIRE00010000486W,
Hydrilla verticillata,Hydrilla,21/07/2004,2004,L66,L6764,L673640,"Rusheenduff Lough, Co. Galway","Rusheenduff Lough, Renvyle",Miscellaneous Plant Records (2015),EIRE00010000486X,
Trichomanes speciosum,Killarney Fern,19/08/1994,1994,L66,,,Details held by NPWS,,Miscellaneous Plant Records (2015),EIRE00010000486Y,Yes
Hydrilla verticillata,Hydrilla,2005,2005,L65,,L65,"Ballinakill Lough, Co. Galway",Ballinakill Lough,Miscellaneous Plant Records (2015),EIRE000100004870,
Pilularia globulifera,Pillwort,2008,2008,L65,,L65,"Ballinakill Lough, Co. Galway",Ballinakill Lough,Miscellaneous Plant Records (2015),EIRE000100004871,
Trichomanes speciosum,Killarney Fern,13/08/1994,1994,G20,,,Details held by NPWS,,Miscellaneous Plant Records (2015),EIRE000100004872,Yes
Trichomanes speciosum,Killarney Fern,16/08/1994,1994,G10,,,Details held by NPWS,,Miscellaneous Plant Records (2015),EIRE000100004874,Yes
Pilularia globulifera,Pillwort,14/08/1994,1994,L77,L7974,L7974,"Lough Nahaltora, Co. Mayo",Lough Nahaltora,Miscellaneous Plant Records (2015),EIRE000100004875,
Trichomanes speciosum,Killarney Fern,18/08/1994,1994,G10,,,Details held by NPWS,,Miscellaneous Plant Records (2015),EIRE000100004876,Yes
Trichomanes speciosum,Killarney Fern,18/08/1994,1994,G10,,,Details held by NPWS,,Miscellaneous Plant Records (2015),EIRE000100004877,Yes
Trichomanes speciosum,Killarney Fern,17/08/1994,1994,F93,,,Details held by NPWS,,Miscellaneous Plant Records (2015),EIRE000100004878,Yes
Trichomanes speciosum,Killarney Fern,15/08/1994,1994,F50,,,Details held by NPWS,,Miscellaneous Plant Records (2015),EIRE000100004879,Yes
Trichomanes speciosum,Killarney Fern,19/08/1994,1994,L96,,,Details held by NPWS,,Miscellaneous Plant Records (2015),EIRE00010000487A,Yes
Pilularia globulifera,Pillwort,2004,2004,M17,,M17,"Nageltia Lough, Co. Mayo",Nageltia Lough,Miscellaneous Plant Records (2015),EIRE00010000487B,
Achillea maritima,Cottonweed,30/09/2015,2015,T00,,,"Lady's Island, Co. Wexford",Lady's Island,Miscellaneous Plant Records (2015),EIRE00010000487D,Yes
Achillea maritima,Cottonweed,30/09/2015,2015,T00,,,"Lady's Island, Co. Wexford",Lady's Island,Miscellaneous Plant Records (2015),EIRE00010000487E,Yes
Achillea maritima,Cottonweed,30/09/2015,2015,T00,,,"Lady's Island, Co. Wexford",Lady's Island,Miscellaneous Plant Records (2015),EIRE00010000487F,Yes
Pyrola minor,Common Wintergreen,Nov-15,2015,S48,S4383,S4392283736,"Abbeyleix Bog, Co. Laois",Abbeyleix Bog,Miscellaneous Plant Records (2015),EIRE000100004N29,
Pyrola minor,Common Wintergreen,Nov-15,2015,S48,S4383,S4394783720,"Abbeyleix Bog, Co. Laois",Abbeyleix Bog,Miscellaneous Plant Records (2015),EIRE000100004N2A,
Pyrola minor,Common Wintergreen,Nov-15,2015,S48,S4481,S4413881810,"Abbeyleix Bog, Co. Laois",Abbeyleix Bog,Miscellaneous Plant Records (2015),EIRE000100004N2B,
Pyrola minor,Common Wintergreen,Nov-15,2015,S48,S4481,S4415881782,"Abbeyleix Bog, Co. Laois",Abbeyleix Bog,Miscellaneous Plant Records (2015),EIRE000100004N2C,
Pyrola minor,Common Wintergreen,Nov-15,2015,S48,S4482,S4417682516,"Abbeyleix Bog, Co. Laois",Abbeyleix Bog,Miscellaneous Plant Records (2015),EIRE000100004N2D,
Pyrola minor,Common Wintergreen,Nov-15,2015,S48,S4481,S4424881880,"Abbeyleix Bog, Co. Laois",Abbeyleix Bog,Miscellaneous Plant Records (2015),EIRE000100004N2E,
Pyrola minor,Common Wintergreen,Nov-15,2015,S48,S4481,S4424881880,"Abbeyleix Bog, Co. Laois",Abbeyleix Bog,Miscellaneous Plant Records (2015),EIRE000100004N2F,
Minuartia recurva,Recurved Sandwort,26/09/2015,2015,S30,,,"Comeragh Mountains, Co. Waterford",,Miscellaneous Plant Records (2015),EIRE000100004N2I,Yes
Inula salicina,Irish Fleabane,1978,1978,M80,,,"Lough Derg, Co. Tipperary",Carrigahorrig,Miscellaneous Plant Records (2015),EIRE00010000P6PO,Yes
Trollius europaeus,Globeflower,1981,1981,C12,,C12,"Lough Fern, Co. Donegal","Lough Fern, below Moyle Hill",Miscellaneous Plant Records (2015),EIRE00010000P6QR,
